"siteID","sitename","lat","lon","datasetID","acc","thickness","description"
10200,"Ridge and Slough (02-05-20-14)",26.1025,-80.736,15377,50,20,"A ridge site in an area of long- to moderate-hydroperiod wetlands characterized by longitudinally oriented ridges and open-water sloughs. Surrounding vegetation: Dominated by Cladium, typically reaching ~2m in height. Morella cerifera, Cephalanthus occidentalis, and ferns are also common."
10201,"Ridge and Slough (02-05-21-2)",25.8285,-80.768,15379,50,15,"A ridge site in an area of long- to moderate-hydroperiod wetlands characterized by longitudinally oriented ridges and open-water sloughs. Surrounding vegetation: Dominated by Cladium, typically reaching ~2m in height. Morella cerifera, Cephalanthus occidentalis, Sagittaria, and ferns are also common."
10202,"Ridge and Slough (02-05-21-4)",25.829,-80.7675,15381,50,5,"A transition site from ridge to slough in an area of long- to moderate-hydroperiod wetlands characterized by longitudinally oriented ridges and open-water sloughs. Surrounding vegetation: Cladium, Crinum, and Bacopa"
10203,"Ridge and Slough (02-05-21-5)",25.829,-80.7675,15383,50,5,"A slough site in an area of long- to moderate-hydroperiod wetlands characterized by longitudinally oriented ridges and open-water sloughs. Surrounding vegetation: Dominated by Nymphaea and Utricularia interspersed with tree islands. Panicum is also present."
10207,"Laguna de la Leche",22.21,-78.635905,15394,50,10,"Largest natural lake in Cuba. Surrounding vegetation: Large expanses of Rhizophora mangle, Avicennia germinans, and Conocarpus erectus (all mangrove). Smaller quanitites of succulents including Batis maritima and Salicornia perennis. Various grasses including Veteveria zizanioides, Distichlis spicata, and Spartina alterniflora. Monospecific stands of sedges (Cladium jamaicense and Eleocharis rostellata) fringe the lake in shallow water. Nearby to the southeast is a large monospecific stand of Typha domingensis."
10208,"Las Flores Arroyo",33.291,-117.4605,15396,50,20,"A deeply incised Holocene alluvial terrace. Surrounding vegetation: Cottonwood/Willow Riparian Woodland (Populus fremontii, P. balsamifera, Salix gooddingii, S. lasiolepis, S. laevigata, Platanus racemosa, Artemisia douglasianna, Baccharis salicifolia, Conium maculatum, Xanthium strumarium, Urtica dioica, Vitis girdiana).  There is also Southern Willow Scrub vegetation on the alluvial desposit (various Salix species, Toxicodendron diversilobum, Ambrosia psilostachya, Urtica dioica, Artemisia douglasianna)."
10220,"Twin Lake",49.322,-119.725,15426,5,5,"A large kettle in the outwash fill of a narrow valley. Surrounding vegetation: Although most of the drainage basin is forested, the lakes are surrounded by grasslands."
10239,"Cowden Lake",43.35538,-85.3568,15487,50,15,"Lake located in the forest tension zone, an ecotone between the mixed coniferous-deciduous forest and the eastern broadleaf forest in the Lower Peninsula of Michigan."
10240,"Ferry Lake",46.013,-92.125,15489,5,20,"The modern vegetation within 5 km of Ferry Lake is 19% unforested, 17% oak, 12% jack pine, 8% red pine, 9% other conifers, 6% aspen, 14% mixed deciduous and 16% mixed
deciduous/coniferous forest"
10242,"Hicks Lake",44.022755,-85.283325,15492,50,15,"Lake located in the forest tension zone, an ecotone between the mixed coniferous-deciduous forest and the eastern broadleaf forest in the Lower Peninsula of Michigan."
10251,"Morrison Lake",42.861,-85.2115,15511,5,15,"Lake located in the forest tension zone, an ecotone between the mixed coniferous-deciduous forest and the eastern broadleaf forest in the Lower Peninsula of Michigan."
10284,"Taquitz Meadow",33.771645,-116.661375,15594,20,15,"Wet mountain meadow ~60 m in diameter. Surrounding vegetation Pinus ponderosa/P. jeffreyi/Abies concolor forest."
10286,"Albany River Bog",51.435,-83.6175,15597,50,5,"Raised bog located in the Hudson Bay Lowlands. Albany River Bog covers a plateau bordered by the Albany River gorge to the south and U-shaped valleys to the north and east. Surrounding vegetation: Picea mariana, Larix laricina, Ericaceae grow locally. Sphagnum, Cyperaceae, and Betula are common."
10300,"Belec Lake Bog",51.6175,-82.293,15630,10,10,"Raised bog located in the Hudson Bay Lowlands. Belec Lake bog occupies a narrow interfluve between the Stooping River and a reticulate fen. Surrounding vegetation: Picea mariana, Larix laricina, Ericaceae grow locally. Sphagnum, Cyperaceae, and Betula are common."
10302,"Arrepentimientos",19.028,-70.924,15633,50,5,"The site is locarted in the Cordillera Central near the upper limit of tropical montane cloud forest. It lies on the windward slopes within a concave depression (~10 m in diameter), which hosts a small patch of cloud forest (consisting of Ilex repanda, I. impressus, Weinmannia pinnata, Garrya fadyenii, Miconia sp., and Cyathea sp.) surrounded by monodominant Pinus occidentalis forest."
10303,"Oldman Bog",51.0289,-84.488,15635,10,20,"Raised bog located in the Hudson Bay Lowlands. Oldman bog occupies an interfluve between the Kenogami and Chemagan rivers. Surrounding vegetation: Picea mariana, Larix laricina, Ericaceae grow locally. Sphagnum, Cyperaceae, and Betula are common."
10304,"Big Cypress (core 03-9-16-3)",25.7045,-80.873,15637,50,5,"Solution hole within a marl prairie in Big Cypress National Preserve. Surrounding vegetation: Grass-dominated marl prairie."
10305,"Big Cypress (core 03-9-16-6)",25.695,-80.87,15639,50,5,"Solution hole within a marl prairie in Big Cypress National Preserve. Surrounding vegetation: Grass-dominated marl prairie."
10306,"Big Sandy Creek",32.554915,-95.16323,15641,20,10,"Core 13 was extracted from a palaeo-channel adjacent to Big Sandy Creek. Surrounding vegetation: oak-pine-hickory forest dominated by Pinus taeda and P. echinata in the uplands, Quercus rubra, Q. stallata, and Carya in the bottomlands, and Betula nigra on the riparian verge."
10316,"Buck Lake",46.520515,-86.35387,15660,10,5,NA
10326,"Catahoula Lake (core CLR3)",31.50844,-92.13152,15696,50,10,"Catahoula Lake is Louisiana's largest natural freshwater lake. Surrounding vegetation: Bottomland hardwood forests, scrub/shrub, and emergent lakebed communities. Bottomland forest includes willow, sycamore, and cottonwood. The dominant overstory species include oaks, water hickory, elms, ashes, maples, locusts, and sweetgum. Midstory can include dogwoods, red mulberry, and hawthorn. Understory species are abundant with herbaceous species such as three-seed mercury and whitegrass, with woody vines and grape. Transitional community that contains ashes, black willow, water locust, red maple, Virginia willow, and buttonbush. Understory is sparse due to long hydroperiods. Scrub/Shrub swamp is found along the fringes of the lakebed. Large shrubs or trees less than 6 ft tall and may include willow, water elm, swamp privet, wax myrtle, and dwarf palmetto. Understory includes buckwheat vine, cocklebur, sedges, and grasses. The lakebed communities consist of permanently inundated part of the lake dominated by arrowwood, mud plantain, and water hyssops, as well as flood tolerant grasses."
10333,"Clearwater Bog",54.0236,-101.2588,15700,50,15,"Muskeg peat that lies on the side of Clearwater Lake. The mire rests on gently sloping lacustrine sand, formerly a beach of Clearwater Lake. Surrounding vegetation: Woodland patches of Picea mariana and Larix laricina. Sand or gravel ridges are occupied by Pinus banksiana, which has also invaded burned forest areas, along with Populus tremuloides."
10334,"Collins Pond Site (PL-86-56)",45.42715,-61.3427,15702,50,20,"Section exposed along coast at sea level. Physiography: Drumlins with overlying organics. Surrounding vegetation: Spruce/fir coast zone."
10340,"Crater Lake",49.19225,-120.09585,15713,50,5,"One of a pair of lakes on Crater Mountain, the more northly basin. Surrounding vegetation is parkland forest composed of: Picea engelmannii, Pinus contorta, Abies lasiocarpa. Low shrubs, (mainly Vaccinium scoparium,) herbs (mainly Lupinus arcticus), and grasses make up the understory."
10348,"Goose Bay Marsh",44.351135,-75.87042,15732,50,10,"Cranberry Creek and Little Cranberry Creek watersheds drain into Goose Bay, creating 177 ha of emergent wetland.

Surrounding vegetation: The perimeter contains a narrow shrub layer composed of Viburnum dentatum, Cornus, and Spiraea alba. Cattail marsh dominates up to the edge of the open water channel. Along channel edges, vegetation consists of floating leaved plants including Nuphar lutea and Nymphaea odorata along with invasive Hydrocharus morus-ranae. Submersed vegetation includes Myriophyllum spicatum and Utricularia macrorhiza. The Goose Bay wetland is largely surrounded by a substantial wooded buffer consisting primarily of Pinus strobus, Tsuga canadensis, and Quercus bicolor."
10351,"Harris Lake",49.66656,-109.90446,15738,20,20,"Harris Lake is in a meltwater channel that formed approximately 12k years ago. Surrounding vegetation: North of the lake is mixed prairie, while a variety of other upland communities found in the Cypress Hills are also found near the lake."
10355,"Lake Jake",63.66675,-65.1513,15746,50,10,"Glacier-dominated lacustrine system. 2km long lake in glaciated valley."
10357,"Lake Shelby",30.260065,-87.66485,15750,10,20,"Lake Shelby is one of three freshwater lakes within Gulf State Park on the Alabama coast."
10362,"Lily Pond",42.417875,-72.34693,15764,20,5,"The watershed is dominated by forests of Quercus rubra with lesser amounts of Betula papyrifera, B. lenta, Acer rubrum, and Pinus strobus."
10364,"Lost Lake",45.824085,-123.5793,15768,50,5,"Lost Lake lies on a fault block 30 km east of the Pacific Ocean. Surrounding vegetation: Forest composed primarily of Tsuga heterophylla, Thuja plicata, and Alnus rubra with some Picea sitchensis and Abies grandis. Understory species include Salix spp., Rubus spectabilis, Acer circinatum, with Dryopteris spinulosa on more mesic settings and Pteridium aquillinum in drier disturbed areas."
10385,"Nutella Lake",63.052,-147.39172,15811,50,15,"Treeline altitude lake. Surrounding vegetation: Mesic shrub and heath tundra mixture."
10386,"Swampbuggy Lake",63.05455,-147.42066,15814,50,5,"Treeline altitude lake. Surrounding vegetation: Open forest. Mesic shrub tundra of mostly alder and some birch."
10388,"Porcupine Mountain",52.50635,-101.62995,15819,50,5,"Site is in a peat-filled kettle hole. Surrounding vegetation: Closed forest of Picea mariana and P. glauca, with the peat surface being dominated by living Sphagnum, Ledum groenlandicum, Rubus chaemaemorus, and Polytrichum."
10389,"Prospect Hill II",42.5625,-72.18,15820,10,5,"Mature primary Tsuga canadensis stand located on a flat site. Surrounding vegetation: Mixture of northern hardwoods such as Fagus grandifolia, Acer saccharum, and Betula alleghaniensis with Tsuga canadensis, Acer rubrum, Pinus strobus, and more souther species such as Quercus rubra and Castanea dentata."
10390,"Prospect Hill VII",42.5625,-72.18,15821,20,5,"Mature primary Tsuga canadensis stand located on a gentle hill slope. Surrounding vegetation: Mixture of northern hardwoods such as Fagus grandifolia, Acer saccharum, and Betula alleghaniensis with Tsuga canadensis, Acer rubrum, Pinus strobus, and more souther species such as Quercus rubra and Castanea dentata."
10392,"Pascagoula Marsh",30.391,-88.5855,15825,10,5,"An estuarine marsh at the base of the Pascagoula River. One of the largest marsh prairies in the United States. Surrounding vegetation: Juncus and Sagittaria dominate the salt marsh. Arboreal species such as Nyssa, Myrica, Betula, and other small trees and shurbs are found in the fresh and brackish marshes."
10394,"Robinson Lake",63.397585,-64.261165,15829,50,5,"Morainally damned drainage divide lake. Surrounding vegetation: heaths and allies, shrub birch, willow."
10400,"Slab City",42.508,-72.1775,15856,10,5,"Mature primary Tsuga canadensis and Pinus strobus stand located on a steep east-facing hillside. Surrounding vegetation: Mixture of northern hardwoods such as Fagus grandifolia, Acer saccharum, and Betula alleghaniensis with Tsuga canadensis, Acer rubrum, Pinus strobus, and more souther species such as Quercus rubra and Castanea dentata."
10400,"Slab City",42.508,-72.1775,15857,5,5,"Mature primary Tsuga canadensis and Pinus strobus stand located on a steep east-facing hillside. Surrounding vegetation: Mixture of northern hardwoods such as Fagus grandifolia, Acer saccharum, and Betula alleghaniensis with Tsuga canadensis, Acer rubrum, Pinus strobus, and more souther species such as Quercus rubra and Castanea dentata."
10412,"Warner Lake",46.11935,-92.03985,15882,5,20,"Warner Lake is located on a pitted glacial outwash plain. Surrounding vegetation: Narrow band of sedge meadows and alder thickets immediately giving way to dense mixed white, red, and jack pine and paper birch forest on the surrounding slope."
10413,"Crystal Lake",42.234015,-88.357005,15886,20,5,"Kettle lake in outwash plain. Sand and gravel outwash as much as 10-m thick overlies thick loam till. Located in the town of Crystal Lake. Original vegetation was a mosaic of prairie and oak groves."
10430,"Jay Lake",46.23435,-89.28155,15922,20,20,"Kettle lake. Physiography: Ontonagon Lobe outwash till. Surrounding vegetation: Hemlock, pine, mesic hardwoods."
10433,"Green Pond",42.56705,-72.5108,15931,50,10,"Natural lake. Physiography: sandy outwash. Surrounding vegetation: pitch pine, scrub oak."
10436,"SRM-1",25.35277778,-81.11444444,15939,20,5,"Mangrove-dominated estuarine wetland located on the edge of Ponce de Leon Bay at the mouths of Whitewater Bay and Shark River Estuary in Everglades National Park. Situated in a fringing mangrove forest dominated by Laguncularia racemosa and Rhizophora mangle. Avicennia germinans is also prsent."
10438,"Silver Lake",42.600775,-72.22854,15944,10,5,"Kettle lake. Physiography: uplands, glacial till. Surrounding vegetation: Important hardwood species include red maple (Acer rubrum), beech (Fagus grandifolia), yellow birch (Betula alleghaniensis), oak (Quercus rubra, Q. alba, and Q. velutina), paper birch (B. papyrifera), black birch (B. lenta), and sugar maple (A. saccharum). The coniferous species, hemlock (T. canadensis) and white pine (Pinus strobus), are also common, with some red spruce (Picea rubens) and balsam fir (Abies
balsamea). Most of the study region has reforested since agricultural abandonment in the late 19th century, although the Connecticut River Valley and Eastern Lowlands have more agricultural land than the Central Uplands"
10439,"Larix laricina Site 4",57.71916667,-75.81347222,15947,50,5,NA
10440,"Larix laricina Site 5",57.71916667,-75.81347222,15950,10,15,NA
10449,"Stoneman Lake",34.778865,-111.517775,15967,50,10,"Lies within a caldera. Physiography: southern edge of the Colorado Plateau. Surrounding vegetation: ponderosa pine."
10465,"Secret Valley Marsh",40.572,-120.26505,16016,50,5,"Marsh at north end of Secret Valley. Physiography: Great Basin, volcanic landscape. Surrounding vegetation: Scirpus, Typha, Carex, Juncus."
10469,"Lower Lake",38.590035,-123.30498,16046,5,10,"Sag pond (tectonic origin). Physiography: located on the San Andreas Fault. Surrounding vegetation: redwoods, douglas fir."
10478,"CA-HUM-558 (Pilot Ridge)",40.6617,-123.6691,16065,20,20,"Marsh. Physiography: North Coast Ranges. Surrounding vegetation: Douglas fir, pine, oak, cedar, white fir."
10486,"Chance Harbour Lake",45.670215,-62.610975,16081,50,5,"Lake in till plain. Surrounding vegetation: Cleared areas in coastal mixed forest."
10487,"Lost Moose Core 128",57.56083333,-94.26791667,16083,50,5,"Bog and fen peatland. Physiography: Clay plain. Surrounding vegetation: Bog and fen plants, some spruce."
10494,"Logan Inlet",52.78041667,-131.6897222,16099,10,20,"Formerly subaerial basin. Physiography: Submerged shelf."
10496,"Pye Lake",44.97593278,-62.09061,16103,50,5,"Bedrock basin (8m max) in glaciated area. Physiography: Glaciated terrain with low drumlins. Surrounding vegetation: Spruce-fir Coast Zone. Dominant species are Picea mariana and Abies balsamea, along with less abundant Picea glauca."
10497,"Silcox Core 52",57.20541667,-94.185,16105,50,5,"Tundra bog and fen. Physiography: Clay plain. Surrounding vegetation: Stunted spruces with bog and fen plants."
10501,"Los Penasquitos Lagoon",32.93112111,-117.25287,16115,5,10,"Medium sized estuary. Physiography: Estuary. Surrounding vegetation: Pinus torreyana."
10507,"Mission Cross Bog",41.7847,-115.48365,16131,10,20,"Spring-fed fen. Growing on the fen are Sphagnum, sedges, Menyanthes trifoliata, Pedicularis groenlandica, Thalictrum spp., and Salix spp. On the northern slope bordering the fen, fields of Balsamorhiza sagittata grow with Lupinus. To the east, south, and west are scattered stands of Populus tremuloides."
10507,"Mission Cross Bog",41.7847,-115.48365,21844,10,20,"Spring-fed fen. Growing on the fen are Sphagnum, sedges, Menyanthes trifoliata, Pedicularis groenlandica, Thalictrum spp., and Salix spp. On the northern slope bordering the fen, fields of Balsamorhiza sagittata grow with Lupinus. To the east, south, and west are scattered stands of Populus tremuloides."
10514,"Diamond Valley",33.67965,-116.9944,16173,5,15,"Buried deposit overlain by fluvial seds.. Physiography: Eastern border of the Diamond Valley. Surrounding vegetation: Encelia, Artemisia, Eriogonum, Salvia."
10519,"Benicia State Park",38.07347222,-122.1930556,16184,5,20,"Tidal marsh. Physiography: San Francisco Bay estuary, north side. Surrounding vegetation: Salicornia virginica, Distichlis spicata."
10520,"China Camp",38.0075,-122.4933333,16186,5,5,"Tidal marsh. Physiography: San Pablo Bay, SF Bay estuary. Surrounding vegetation: Scirpus spp, Typha latifolia, Salicornia virginica."
10521,"Rice Lake",44.199085,-78.14232,16189,20,10,"Delorme Site Codes; Land, 17; Physical, 1; Sediment, S; Aquatic, A"
10522,"Mountain Lake",37.78826,-122.470765,16197,5,20,"Dune lake carved by wind action. Physiography: Relic dune field, low hills. Surrounding vegetation: Monterey Pine, Blue gum, Cypress, Willow."
10544,"McGinnis Lake",44.607495,-78.039815,16256,5,10,NA
10544,"McGinnis Lake",44.607495,-78.039815,16257,50,10,NA
10549,"Glenora Bay",44.04638889,-77.03916667,16265,10,5,"Bay on northeast side of Lake Ontario. Physiography: Bay of Quinte, Great Lakes."
10552,"Preston Lake",43.98690278,-79.37944,16271,10,15,NA
11563,"Capitola Lake",45.519575,-89.55507,17304,50,10,"Small lake on sandy till. Surrounding vegetation: Hemlock, sugar maple, yellow birch, white pine."
11580,"St. Lawrence Section 2",63.66722222,-171.5479167,17340,50,10,"Peat section on sea cliff exposure. Physiography: coastal area of island. Surrounding vegetation: Betula-graminoid tundra."
11585,"Windmill Lake",63.6589,-148.80525,17352,50,20,"In moraine-dammed bedrock basin w/sedge. Physiography: moraine-mantled diabase ridge. Surrounding vegetation: birch, spruce, willow, tussocks."
11591,"Panthertown Creek Bog",35.16661778,-83.02510694,17363,50,10,"Site lies in Panthertown Valley within the Blue Ridge Mountains. The mire is adjacent to Panthertown Creek near the middle of the valley. Poor fen with Sphagnum."
11607,"Piermont Marsh",41.027635,-73.908375,17398,50,15,"Located on the western shore of the Hudson River. Vegetation: Phragmites australis is the primary component. Also Spartina alterniflora, S. patens, S. cynosuroides, Schoenoplectus robustus, S. americanus, Typha angustifolia, Iva frutescens, Chenopodium glaucum (introduced), and C. ambrosioidies (introduced)."
11609,"Little Swift Lake",60.216475,-159.76567,17402,5,20,"Lake at the mouth of a valley tributary. Dammed by a lateral moraine. Surrounding vegetation: Betula nana, Salix spp., Polypodiaceae, Cyperaceae, Poaceae, Lycopodium, Sphagnum."
11610,"Lorraine Lake",46.144685,-86.48299,17404,20,15,"Kettle lake."
11611,"Penegor Lake",46.61506,-88.86036,17406,50,10,"Small deep kette Lake."
11620,"Fox Lake",43.6774,-94.698115,19834,20,15,"Fox Lake formed during the retreat of the Des Moines Lobe at the end of the Wisconsin glaciation about 12,000 years ago. Surrounding vegetation: row crop agriculture and some mixed deciduous trees (Quercus macrocarpa, Salix nigra, and Fraxinus pennsylvanica), grasses, and forbs at the lake edges."
11747,"Lake A",55.33119,-105.055315,17711,20,20,"Small unnamed lake alongside the road. The lake is surrounded by predominantly black spruce forest. Much of the area surrounding the lake is covered by treed black spruce bog or open muskeg. "
11748,"West Naniskak Lake",55.430905,-104.938605,17713,20,20,"West Naniskak Lake is the western basin of the Naniskak Lakes. The lake is surrounded by coniferous forest, with the dominant species being jackpine and aspen. There are some small areas of treed muskeg (black spruce bog) near to the lake, the main one being at the north end. "
11786,"Kealia Pond",20.79429,-156.475355,17832,10,20,"Coastal lagoon with a sandy beach barrier. Surrounding vegetation: primarily Batis maritima (pickleweed) with a few isolated individuals of Prosopis pallida (kiawe) and Acacia farnesiana (klu) along the sand dunes to the south. Large sugarcane fields surround the site to the northwest."
11854,"Mitkof Island",56.81157,-132.93624,17945,10,10,"Peat deposits near Petersburg, on Mitkof Island in the southern Alexander Archipelago of southeastern Alaska. Mitkof Island is separated from the west flank of the Coast Mountains of southeastern Alaska and by Frederick Sound to the east and north. Kupreanof Island lies immediately west of Mitkof Island. Surrounding vegetation: Most of Mitkof Island is covered by Pacific coastal rainforest interspersed with muskeg (bog and fen peatlands). The most common tree species on the island are western hemlock (Tsuga heterophylla) and Sitka spruce (Picea sitchensis). Mountain hemlock (Tsuga mertensiana) is common, particularly in upland forests. Also present are shore pine (Pinus
contorta ssp. contorta), yellow cedar (Chamaecyparis nootkatensis), and occasional red cedar (Thuja plicata). Red alder trees (Alnus rubra) and Sitka alder shrubs (Alnus crispa ssp. sinuata) are important elements of the island's vegetation. Red alder trees are common in lowlands, while Sitka alder shrubs often form dense thickets along rocky coastlines, along stream banks, in avalanche scars, at forest edges, and in the subalpine zone."
11924,"Blue Lakes",41.67946,-118.717135,18106,10,20,"The Blue Lakes are located in the Pine Forest Mountains of northwest, NV. The surrounding vegetation composition is variable; limber pine, sagebrush (Artemisia sp.), mountain mahogany (Cercocarpus ledifolius), and grasses dominate most of the upland vegetation. Spatially, sagebrush steppe dominates the southeastfacing slope and a limber-pine forest the northwest-facing slope. Immediately surrounding the lakes is a quaking-aspen (Populus tremuloides) fringe."
11926,"Path Lake",43.87196,-64.928795,18110,10,10,"Lake is located in the Acadian Forest Region. Abundance of red spruce (Picea rubens). Other associated species include balsam fir
(Abies balsamea), eastern hemlock (Tsuga canadensis), eastern white pine (Pinus strobus), yellow birch (Betula alleghaniensis), sugar maple (Acer saccharum) and American beech (Fagus grandifolia). Wetland environments are common along the coast and include fens, raised or flat bogs, and salt marshes"
11928,"TK-2 Lake",66.34784,-104.945735,19323,10,10,"Lake on Precambrian shield rocks. Upland supports a highly discontinuous cover of predominantly dwarf shrub–lichen vegetation. Dominant vascular plants are Betula glandulosa, Salix species, and species of the ericoid genera Arctostaphylos, Ledum and Vaccinium. The lake is within the distribution limit of Alnus but no Alnus was noted within the immediate vicinity of the lake. Poorly drained sites support peat with permafrost and associated patterned ground
dominated by sedges, cottongrasses, shrubs and mosses."
11934,"Pyatts Lake",49.46966,-115.769585,18127,10,20,"Surrounding vegetation: Interior douglas fir forest."
11950,"Mud Pond",34.787665,-120.586555,18159,5,15,"Mod Pond is a small perennial pond. Surrounding vegetation: Coastal sage scrub. The dominant species is Artemisia californica. Other dominant species in this vegetation type include Eriogonum parvifolium, Salvia mellifera, Lotus scoparius, Baccharis pilularis, Toxicodendron diversilobum, as well as many other perennial and annual herbs. In addition to the above-listed coastal sage scrub plants, the local vegetation around Mod Pond includes A. californica, T. diversilobum, Lupinus sp., B. pilularis, S. mellifera and others growing on the dunes around the lake. Salix grows at the lake shoreline, with a grove of Eucalyptus trees
ca. 100 m to the north of the pond."
12999,"Naskak",63.64101167,-171.45401,19264,10,10,"Peat exposure located on the eastern beach of a small lake on the coast of St. Lawrence Island. The lake is separated from the Bering Sea by a spit of sand and pebbles that is ~150 m wide. Surroundig vegetation: diverse herb-Salix tundra, with Salix polaris and S. pulchra being the most common woody species in the local vegetation. Graminoids are especially abundant with Alopecurus alpinus typical of boggy areas. Although the relief is modest, south-facing slopes support Artemisia tilesii, A. borealis, Salix arctica, and S. ovalifolia. Salix arctica, S. polaris, S. reticulata, S. ovalifolia, and S. pulchra are found near the
lagoon beach."
13042,"Panther Potholes",48.65899,-121.04095,19358,20,10,"Surrounding vegetation: The montane forest surrounding the Panther Potholes is transitional between low-elevation assemblages of Pseudotsuga menziesii, Thuja plicata, and Tsuga heterophylla, and high-elevation assemblages of Abies amabilis, A. lasiocarpa, Chamaecyparis nootkatensis, Picea
engelmannii, Pinus monticola, and Tsuga mertensiana. A. lasiocarpa is common along the lakeshore, and A. amabilis, P. menziesii, T.
heterophylla, and T. plicata are common associates in upland forests. Numerous snags of P. monticola, associated with a white pine blister rust outbreak, indicate that this species was until recently a common stand associate. Pinus contorta is uncommon within the immediate study area but is locally abundant within 0.5 km of the study site along
a glacially carved ridgeline with shallow soils. Alnus sinuata is present on the lakeshore but is absent in upland forests."
13304,"Lac Noir",45.777015,-75.135905,19846,5,20,"Surrounding vegetation is mixed forest in the transition zone between the boreal forest to the north and the deciduous forest to the south."
13348,"Lone Star Lake",45.932,-92.365,19931,50,15,NA
13349,"Lily Lake",45.901,-92.273,19933,20,15,NA
13375,"Cooley Lake",49.49136,-117.645195,19993,10,15,"SurroundVeg: subalpine fir, englemann spruce, larix occidentalis, pinus contorta"
13376,"Gerry Lake",53.64545,-121.50548,19995,20,20,"The vegetation is a dense forest of Abies lasiocarpa (subalpine fir) and Picea glauca x engelmannii (hybrid white spruce), with minor amounts of Pseudotsuga menziesii (Douglas-fir) in the region. The lake is fringed by a wide (10-20 m) sedge fen and a submerged bench of marl sediments."
13455,"Kettle Lake",48.60712,-103.62399,20194,50,5,"Kettle lake in glaciofluvial sediments occupying a preglacial channel of the Yellowstone River. Upland vegetation northern mixed grasss praire."
13477,"Dragonfly Lake",60.812585,-135.341245,20281,50,15,"Surrounding vegetation: Primarily spruce forest with occasional pine."
13479,"Haircut Lake",60.516075,-133.209055,20287,50,20,"Haircut Lake lies in a steep-sided basin. Surrounding vegetation is completely dominated by dense pine forest with very little understorey vegetation, and deciduous tree
species and shrubs are largely limited to the shoreline"
13482,"Salmo Lake",60.445535,-133.561605,20295,50,5,"Small pond located within dead ice topography in a small east-west trending valley. Surrounding vegetation: Pine dominates to the north of the lake, but spruce is the predominant tree to the south, west, and immediately around the lake. An extensive area of low-lying muskeg (black spruce) is present in the river valley to the west. "
13488,"Fish Lake",41.26396,-123.68312,20316,5,20,"Landslide origin lake located in oak woodland vegetation in the Klamath Mountains. Overstory vegetation at the site consists mainly of Pseudotsuga menziesii and Chamaecyparis lawsoniana, with lesser amounts of Notholithocarpus densiflorus, Pinus lambertiana, and Pinus jeffreyi. Salix spp. and Alnus spp. are well represented in riparian areas. Quercus spp. Poaceae, and Pteridium are very rare around the basin but are present in isolated, open-canopied areas."
13572,"Lake JR01",69.9,-95.07,20647,50,10,"Surrounding Vegetation: continuous herbaceous cover dominated by Dryas, Salix, and Saxifraga tundra"
13575,"Ogaromtoc Lake",41.486105,-123.541235,20495,50,10,"Small lake formed by landslide. Site is located in the oak woodland vegetation zone. Overstory vegetation at the site consists mainly of Pseudotsuga menziesii and Calocedrus decurrens, with Quercus spp. (primarily Q. kelloggii), Notholithocarpus densiflorus, Pinus lambertiana, and Pinus jeffreyi."
13582,"Minden Bog",43.60373,-82.86388,20512,50,15,"Ombrotrophic, raised bog. Central portion dominated by low-growing shrubs (Chamaedaphne calyculata, Kalmia polifolia), widely scattered trees (Larix laricina, Betula papyrifera) and a dense groundcover of Sphagnum. Upland vegetation dominated by Betula papyrifera, Populus tremuloides, Alnus incana and Aronia prunifolia. Peat in the center of the bog is at least 7.5 m deep. Northern half of the bog has been mined for peat."
13583,"Lake Grinnell",41.098185,-74.63963,20515,10,5,"Lake Grinnell is the headwater lake of a tributary of Wallkill River, which flows northeastward to the Hudson River. Surrounding vegetation: Appalachian Forest, mainly oak (Quercus)-dominated hardwood
forests, with high abundances of walnut (Juglans), maple (Acer), ash (Fraxinus), and hickory (Carya)"
13625,"Eleanor Lake",52.11139,-119.300965,20609,10,15,"Kettle lake in the valley floor of the North Thompson River in the town of Blue River, British Columbia. The climate of the region is cool and moist, with an average July temperature of 16.3 C and an average annual precipitation of 1002 mm, 30% of which falls as snow. The lake has no inflowing or outflowing streams and has a catchment of <5 ha, though delimiting the catchment is difficult due to its location on a low-relief glaciofluvial terrace. Late-successional forests in the region are composed of the mesophytic trees Tsuga heterophylla and Thuja plicata. Extensive seral forests are composed of Pinus contorta, Pseudotsuga menziesii and Betula papyrifera. Picea engelmannii x glauca and Abies lasiocarpa are abundant above 900 m, but also occur rarely near the lake."
13630,"Little Bolton",42.4222,-71.58735,20620,50,5,"Kettle lake. Surrounding vegetation: Important hardwood species include red maple
(Acer rubrum), beech (Fagus grandifolia), yellow birch (Betula alleghaniensis), oak (Quercus rubra, Q. alba, and Q. velutina), paper birch (B. papyrifera), black birch (B. lenta), and sugar maple (A. saccharum). The
coniferous species, hemlock (T. canadensis) and white pine (Pinus strobus), are also common, with some red spruce (Picea rubens) and balsam fir (Abies balsamea)."
13635,"Lake Pleasant",42.5604,-72.513,20631,50,5,"Enhanced lake. Physiography: river valley, sandy outwash. Surrounding vegetation: pitch pine, scrub oak."
13641,"Pine Lake",52.08986111,-113.4425,20643,10,20,"Meltwater channel. Physiography: Hummocky moraine. Surrounding vegetation: Populus tremuloidea, cultivated plants."
13643,"Lake KR02 (unofficial name)",71.344,-113.78145,20649,50,5,"Small lake located in the Kuujjua River region of Victoria Island. Surrounding vegetation: Prostrate shrub tundra composed of Dryas, sedges, grasses, Salix, Artemisia, and several species of Fabaceae."
